TRIPID,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,TRPMILES,TRPTRANS,LOOP_TRIP,TRIPPURP,TRAVDAY,HOMEOWN,HHSIZE,HHFAMINC,HHSTATE,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,CENSUS_D,HH_RACE,EDUC,WORKER,WHYTRP90,R_AGE_IMP,R_SEX_IMP,OBHUR,DBHUR,OBPPOPDN,DBPPOPDN,TRAVELMODE
187,40,1,1,1140,0.47,1,2,HBSOCREC,2,2,1,2,NC,1,1,1,1,5,1,5,1,10,31,2,C,C,7000,3000,WALK
188,40,1,2,1300,0.374,1,2,NHB,2,2,1,2,NC,1,1,1,1,5,1,5,1,4,31,2,C,C,3000,17000,WALK
189,40,1,3,1645,0.374,1,2,NHB,2,2,1,2,NC,1,1,1,1,5,1,5,1,10,31,2,C,C,17000,3000,WALK
190,40,1,4,1830,0.374,1,2,NHB,2,2,1,2,NC,1,1,1,1,5,1,5,1,4,31,2,C,C,3000,17000,WALK
191,40,1,5,1855,0.775,1,2,HBO,2,2,1,2,NC,1,1,1,1,5,1,5,1,4,31,2,C,C,17000,7000,WALK
192,41,1,1,625,13.669,11,2,HBW,3,2,2,2,CA,2,2,1,4,9,6,4,1,1,29,1,U,U,7000,300,RAIL
193,41,1,2,1700,14.835,11,2,HBW,3,2,2,2,CA,2,2,1,4,9,6,4,1,1,29,1,U,U,300,7000,RAIL
194,42,1,1,1330,5.665,12,2,HBO,5,2,1,1,PA,0,1,2,6,2,1,2,2,6,55,2,T,R,1500,50,RAIL
195,42,1,2,1630,5.33,12,2,HBO,5,2,1,1,PA,0,1,2,6,2,1,2,2,6,55,2,R,T,50,1500,RAIL
196,43,1,1,600,13.748,11,2,HBW,6,2,1,2,IA,1,1,1,1,4,1,3,1,1,74,2,C,S,3000,1500,RAIL
197,43,1,2,1230,3.507,3,2,NHB,6,2,1,2,IA,1,1,1,1,4,1,3,1,8,74,2,S,C,1500,7000,PASSENGER
198,43,1,3,1345,9.899,3,2,HBSOCREC,6,2,1,2,IA,1,1,1,1,4,1,3,1,1,74,2,C,C,7000,3000,PASSENGER
199,44,1,1,520,1.364,1,2,NHB,3,2,1,3,NY,0,1,4,6,2,1,3,2,10,46,2,R,R,300,1500,WALK
200,44,1,2,700,1.364,1,2,HBSOCREC,3,2,1,3,NY,0,1,4,6,2,1,3,2,10,46,2,R,R,1500,300,WALK
201,45,1,1,1400,1.325,3,2,HBSHOP,2,1,1,-7,CA,0,9,1,5,9,1,2,2,3,92,2,U,U,17000,7000,PASSENGER
202,45,1,2,1440,1.051,3,2,NHB,2,1,1,-7,CA,0,9,1,5,9,1,2,2,4,92,2,U,U,7000,7000,PASSENGER
203,45,1,3,1520,0.417,3,2,HBSHOP,2,1,1,-7,CA,0,9,1,5,9,1,2,2,3,92,2,U,U,7000,17000,PASSENGER
204,46,1,1,855,0.314,1,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,17000,17000,WALK
205,46,1,2,926,0.314,1,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,17000,17000,WALK
206,46,1,3,1005,0.791,11,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,17000,7000,RAIL
207,46,1,4,1120,0.262,1,2,NHB,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,7000,7000,WALK
208,46,1,5,1145,1.587,11,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,7000,17000,RAIL
209,46,1,6,1310,0.328,1,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,3,62,2,U,U,17000,7000,WALK
210,46,1,7,1330,0.328,1,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,3,62,2,U,U,7000,17000,WALK
211,47,1,1,820,6.079,16,2,HBW,4,2,1,7,NY,1,1,1,5,2,1,5,1,1,48,1,U,U,30000,30000,BUS
212,47,1,2,1405,0.049,1,2,NHB,4,2,1,7,NY,1,1,1,5,2,1,5,1,4,48,1,U,U,30000,30000,WALK
213,47,1,3,1435,0.049,1,2,NHB,4,2,1,7,NY,1,1,1,5,2,1,5,1,4,48,1,U,U,30000,30000,WALK
214,47,1,4,1935,6.019,16,2,HBW,4,2,1,7,NY,1,1,1,5,2,1,5,1,1,48,1,U,U,30000,30000,BUS
215,47,1,5,2015,3.0,1,1,HBO,4,2,1,7,NY,1,1,1,5,2,1,5,1,10,48,1,U,U,30000,30000,WALK
216,48,1,1,1000,0.604,1,2,HBSHOP,1,2,1,2,NY,0,9,1,3,2,1,2,2,3,68,1,C,C,17000,17000,WALK
217,48,1,2,1100,0.604,1,2,HBSHOP,1,2,1,2,NY,0,9,1,3,2,1,2,2,3,68,1,C,C,17000,17000,WALK
218,48,1,3,2230,0.138,1,2,HBSHOP,1,2,1,2,NY,0,9,1,3,2,1,2,2,10,68,1,C,C,17000,17000,WALK
219,48,1,4,2240,0.138,1,2,HBSHOP,1,2,1,2,NY,0,9,1,3,2,1,2,2,10,68,1,C,C,17000,17000,WALK
220,49,1,1,1200,0.235,1,2,HBSHOP,3,2,1,1,TX,0,9,1,4,7,2,3,2,3,81,2,S,S,7000,3000,WALK
221,49,1,2,1220,0.235,1,2,HBSHOP,3,2,1,1,TX,0,9,1,4,7,2,3,2,3,81,2,S,S,3000,7000,WALK
222,50,1,1,930,0.062,97,2,HBO,4,2,1,1,PA,0,9,2,6,2,1,2,2,4,72,2,R,R,1500,1500,OTHER
223,50,1,2,957,0.062,97,2,HBO,4,2,1,1,PA,0,9,2,6,2,1,2,2,4,72,2,R,R,1500,1500,OTHER
224,51,1,1,930,2.596,6,2,HBSHOP,6,2,1,-8,IA,0,1,1,2,4,2,2,2,3,40,2,C,C,7000,7000,PASSENGER
225,51,1,2,1245,2.533,6,2,HBSHOP,6,2,1,-8,IA,0,1,1,2,4,2,2,2,3,40,2,C,C,7000,7000,PASSENGER
226,52,1,1,944,0.246,2,2,HBSHOP,3,2,1,1,WI,0,1,2,6,3,1,4,2,4,54,1,C,C,3000,3000,CYCLE
227,52,1,2,950,1.26,2,2,NHB,3,2,1,1,WI,0,1,2,6,3,1,4,2,4,54,1,C,C,3000,3000,CYCLE
228,52,1,3,1005,0.655,2,2,NHB,3,2,1,1,WI,0,1,2,6,3,1,4,2,3,54,1,C,T,3000,750,CYCLE
229,52,1,4,1025,0.783,2,2,HBSHOP,3,2,1,1,WI,0,1,2,6,3,1,4,2,3,54,1,T,C,750,3000,CYCLE
230,53,1,1,950,0.398,1,2,HBO,3,2,1,4,TX,0,9,1,4,7,1,3,2,5,64,1,U,U,7000,7000,WALK
231,53,1,2,1012,0.398,1,2,HBO,3,2,1,4,TX,0,9,1,4,7,1,3,2,5,64,1,U,U,7000,7000,WALK
232,54,1,1,915,3.291,11,2,HBSHOP,4,2,1,3,TX,0,1,1,4,7,1,2,2,3,74,1,S,C,3000,3000,RAIL
233,54,1,2,1000,3.299,11,2,HBSHOP,4,2,1,3,TX,0,1,1,4,7,1,2,2,3,74,1,C,S,3000,3000,RAIL
234,54,1,3,1050,1.0,1,1,HBO,4,2,1,3,TX,0,1,1,4,7,1,2,2,10,74,1,S,S,3000,3000,WALK
235,54,1,4,1250,0.057,1,2,HBSOCREC,4,2,1,3,TX,0,1,1,4,7,1,2,2,8,74,1,S,S,3000,3000,WALK
236,54,1,5,1330,0.057,1,2,HBSOCREC,4,2,1,3,TX,0,1,1,4,7,1,2,2,8,74,1,S,S,3000,3000,WALK
237,55,1,1,1405,0.778,1,1,HBO,3,1,1,1,NY,0,1,1,3,2,1,2,2,10,60,1,T,T,750,750,WALK
238,55,1,2,1600,0.11,1,2,HBSOCREC,3,1,1,1,NY,0,1,1,3,2,1,2,2,8,60,1,T,T,750,750,WALK
239,55,1,3,1615,0.11,1,2,HBSOCREC,3,1,1,1,NY,0,1,1,3,2,1,2,2,8,60,1,T,T,750,750,WALK
240,56,1,1,1030,86.402,3,2,HBO,3,1,2,3,IA,0,10,1,2,4,1,3,2,4,73,2,R,R,50,50,PASSENGER
241,56,1,2,1140,31.066,3,2,NHB,3,1,2,3,IA,0,10,1,2,4,1,3,2,10,73,2,R,R,50,50,PASSENGER
242,56,1,3,1430,82.592,3,2,HBSHOP,3,1,2,3,IA,0,10,1,2,4,1,3,2,10,73,2,R,C,50,7000,PASSENGER
243,56,2,1,1300,12.418,6,2,HBO,3,1,2,3,IA,0,10,1,2,4,1,3,2,4,54,1,C,C,7000,7000,PASSENGER
244,56,2,2,1800,12.239,6,2,HBO,3,1,2,3,IA,0,10,1,2,4,1,3,2,4,54,1,C,C,7000,7000,PASSENGER
245,57,1,1,1015,0.618,1,2,HBSHOP,4,1,1,1,NY,0,9,1,1,2,1,4,2,3,73,2,S,S,1500,1500,WALK
246,57,1,2,1140,0.618,1,2,HBSHOP,4,1,1,1,NY,0,9,1,1,2,1,4,2,3,73,2,S,S,1500,1500,WALK
247,57,1,3,1615,0.533,1,2,HBO,4,1,1,1,NY,0,9,1,1,2,1,4,2,4,73,2,S,C,1500,7000,WALK
248,57,1,4,1640,0.345,1,2,NHB,4,1,1,1,NY,0,9,1,1,2,1,4,2,8,73,2,C,C,7000,7000,WALK
249,57,1,5,1805,0.761,1,2,HBSOCREC,4,1,1,1,NY,0,9,1,1,2,1,4,2,8,73,2,C,S,7000,1500,WALK
250,58,2,1,900,1.704,6,2,HBW,4,2,5,1,TX,0,6,4,6,7,1,1,2,1,37,1,T,T,300,1500,PASSENGER
251,58,2,2,1900,0.968,6,2,HBW,4,2,5,1,TX,0,6,4,6,7,1,1,2,1,37,1,T,T,1500,300,PASSENGER
252,59,1,1,1024,1.748,11,2,HBSOCREC,3,2,1,5,CA,0,9,1,5,9,3,3,2,8,76,2,U,U,30000,30000,RAIL
253,59,1,2,1215,1.168,11,2,NHB,3,2,1,5,CA,0,9,1,5,9,3,3,2,10,76,2,U,U,30000,30000,RAIL
254,59,1,3,1342,0.124,1,2,NHB,3,2,1,5,CA,0,9,1,5,9,3,3,2,3,76,2,U,U,30000,30000,WALK
255,59,1,4,1413,1.802,11,2,HBSHOP,3,2,1,5,CA,0,9,1,5,9,3,3,2,8,76,2,U,U,30000,30000,RAIL
256,60,1,1,1500,0.307,1,2,HBSOCREC,1,1,1,5,CA,0,1,1,1,9,1,5,2,10,60,2,C,S,7000,3000,WALK
257,60,1,2,1600,0.307,1,2,HBSOCREC,1,1,1,5,CA,0,1,1,1,9,1,5,2,10,60,2,S,C,3000,7000,WALK
258,61,1,1,800,0.75,1,1,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,10,79,2,T,T,1500,1500,WALK
259,61,1,2,930,3.859,3,2,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,6,79,2,T,T,1500,300,PASSENGER
260,61,1,3,1100,3.182,3,2,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,6,79,2,T,T,300,1500,PASSENGER
261,61,1,4,1200,0.75,1,1,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,10,79,2,T,T,1500,1500,WALK
262,61,1,5,1730,1.0,1,1,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,10,79,2,T,T,1500,1500,WALK
263,62,1,1,1000,0.873,17,2,HBW,1,2,3,3,NY,1,2,2,6,2,1,3,1,1,62,2,T,T,1500,300,TAXI
264,62,1,2,2000,0.873,3,2,HBW,1,2,3,3,NY,1,2,2,6,2,1,3,1,1,62,2,T,T,300,1500,PASSENGER
265,62,2,1,1000,0.873,17,2,HBSHOP,1,2,3,3,NY,1,2,2,6,2,1,2,2,4,31,1,T,T,1500,300,TAXI
266,62,2,2,1100,0.488,1,2,NHB,1,2,3,3,NY,1,2,2,6,2,1,2,2,3,31,1,T,T,300,1500,WALK
267,62,2,3,1125,0.389,1,2,NHB,1,2,3,3,NY,1,2,2,6,2,1,2,2,8,31,1,T,T,1500,1500,WALK
268,62,2,4,1235,0.113,1,2,HBSOCREC,1,2,3,3,NY,1,2,2,6,2,1,2,2,8,31,1,T,T,1500,1500,WALK
269,62,3,1,1000,0.873,17,2,HBSHOP,1,2,3,3,NY,1,2,2,6,2,1,1,2,4,31,1,T,T,1500,300,TAXI
270,62,3,2,1100,0.488,1,2,NHB,1,2,3,3,NY,1,2,2,6,2,1,1,2,3,31,1,T,T,300,1500,WALK
271,62,3,3,1120,0.389,1,2,NHB,1,2,3,3,NY,1,2,2,6,2,1,1,2,8,31,1,T,T,1500,1500,WALK
272,62,3,4,1235,0.113,1,2,HBSOCREC,1,2,3,3,NY,1,2,2,6,2,1,1,2,8,31,1,T,T,1500,1500,WALK
273,63,1,1,1200,0.026,1,2,HBO,5,2,1,1,GA,0,1,1,2,5,2,1,2,5,52,2,C,C,1500,1500,WALK
274,63,1,2,1315,0.026,1,2,HBO,5,2,1,1,GA,0,1,1,2,5,2,1,2,5,52,2,C,C,1500,1500,WALK
275,63,1,3,1530,0.262,1,2,HBSOCREC,5,2,1,1,GA,0,1,1,2,5,2,1,2,8,52,2,C,C,1500,3000,WALK
276,63,1,4,1625,0.262,1,2,HBSOCREC,5,2,1,1,GA,0,1,1,2,5,2,1,2,8,52,2,C,C,3000,1500,WALK
277,63,1,5,1900,0.262,1,2,HBSOCREC,5,2,1,1,GA,0,1,1,2,5,2,1,2,8,52,2,C,C,1500,3000,WALK
278,63,1,6,2115,0.262,1,2,HBSOCREC,5,2,1,1,GA,0,1,1,2,5,2,1,2,8,52,2,C,C,3000,1500,WALK
279,64,1,1,1130,2.07,97,2,HBO,7,2,2,1,NJ,0,2,1,5,2,97,1,2,6,64,2,U,U,30000,7000,OTHER
280,64,1,2,1600,2.559,97,2,HBO,7,2,2,1,NJ,0,2,1,5,2,97,1,2,6,64,2,U,U,7000,30000,OTHER
281,64,2,1,1100,0.444,1,1,HBO,7,2,2,1,NJ,0,2,1,5,2,97,1,2,10,46,1,U,U,30000,30000,WALK
282,65,1,1,800,0.953,1,2,HBSOCREC,6,1,1,2,NY,1,1,1,5,2,3,4,1,10,26,2,U,U,30000,30000,WALK
283,65,1,2,915,0.952,1,2,HBSOCREC,6,1,1,2,NY,1,1,1,5,2,3,4,1,10,26,2,U,U,30000,30000,WALK
284,65,1,3,1030,0.02,1,2,HBW,6,1,1,2,NY,1,1,1,5,2,3,4,1,1,26,2,U,U,30000,30000,WALK
285,65,1,4,1900,6.292,16,2,NHB,6,1,1,2,NY,1,1,1,5,2,3,4,1,10,26,2,U,U,30000,17000,BUS
286,65,1,5,2130,7.026,16,2,HBSOCREC,6,1,1,2,NY,1,1,1,5,2,3,4,1,1,26,2,U,U,17000,30000,BUS
287,66,1,1,900,0.781,1,2,HBO,3,2,2,1,MO,0,7,1,4,4,2,3,2,4,44,2,U,U,7000,17000,WALK
288,66,1,2,1216,0.781,1,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,8,44,2,U,U,17000,7000,WALK
289,66,1,3,1400,0.368,1,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,3,44,2,U,U,7000,7000,WALK
290,66,1,4,1430,0.205,1,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,3,44,2,U,U,7000,7000,WALK
291,66,1,5,1500,0.091,1,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,10,44,2,U,U,7000,7000,WALK
292,66,1,6,1507,0.356,1,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,5,44,2,U,U,7000,7000,WALK
293,66,2,1,900,0.782,1,2,HBO,3,2,2,1,MO,0,7,1,4,4,2,1,2,4,16,1,U,U,7000,17000,WALK
294,66,2,2,1216,0.781,1,2,HBO,3,2,2,1,MO,0,7,1,4,4,2,1,2,4,16,1,U,U,17000,7000,WALK
295,66,2,3,1400,0.368,1,2,HBSHOP,3,2,2,1,MO,0,7,1,4,4,2,1,2,3,16,1,U,U,7000,7000,WALK
296,66,2,4,1430,0.205,1,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,1,2,3,16,1,U,U,7000,7000,WALK
297,66,2,5,1500,0.091,1,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,1,2,10,16,1,U,U,7000,7000,WALK
298,66,2,6,1507,0.356,1,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,1,2,5,16,1,U,U,7000,7000,WALK
299,67,1,1,1000,1.301,3,2,HBO,4,2,1,2,AZ,0,9,1,1,8,97,2,2,6,77,2,C,C,1500,3000,PASSENGER
300,67,1,2,1145,0.993,3,2,NHB,4,2,1,2,AZ,0,9,1,1,8,97,2,2,10,77,2,C,C,3000,7000,PASSENGER
301,67,1,3,1400,0.811,3,2,HBSHOP,4,2,1,2,AZ,0,9,1,1,8,97,2,2,10,77,2,C,C,7000,1500,PASSENGER
302,67,1,4,1600,1.135,3,2,HBSHOP,4,2,1,2,AZ,0,9,1,1,8,97,2,2,4,77,2,C,C,1500,7000,PASSENGER
303,67,1,5,1645,1.381,3,2,NHB,4,2,1,2,AZ,0,9,1,1,8,97,2,2,10,77,2,C,C,7000,1500,PASSENGER
304,67,1,6,1800,1.672,3,2,NHB,4,2,1,2,AZ,0,9,1,1,8,97,2,2,3,77,2,C,S,1500,3000,PASSENGER
305,67,1,7,1915,1.725,3,2,HBSHOP,4,2,1,2,AZ,0,9,1,1,8,97,2,2,3,77,2,S,C,3000,1500,PASSENGER
306,68,1,1,1200,11.086,3,2,HBO,4,2,1,1,TX,0,1,1,4,7,1,3,2,6,62,1,S,S,1500,3000,PASSENGER
307,68,1,2,1400,1.357,3,2,NHB,4,2,1,1,TX,0,1,1,4,7,1,3,2,10,62,1,S,S,3000,1500,PASSENGER
308,68,1,3,1530,6.084,3,2,NHB,4,2,1,1,TX,0,1,1,4,7,1,3,2,3,62,1,S,C,1500,1500,PASSENGER
309,68,1,4,1645,6.728,3,2,HBSHOP,4,2,1,1,TX,0,1,1,4,7,1,3,2,6,62,1,C,S,1500,1500,PASSENGER
310,69,1,1,700,12.717,16,2,HBW,3,2,1,6,DC,1,1,1,5,5,3,5,1,1,45,1,U,U,30000,17000,BUS
311,69,1,2,1715,16.759,16,2,HBW,3,2,1,6,DC,1,1,1,5,5,3,5,1,1,45,1,U,U,17000,30000,BUS
312,70,1,1,1700,0.527,3,2,HBO,3,2,1,2,TX,0,9,1,4,7,2,3,2,5,65,2,C,C,7000,7000,PASSENGER
313,70,1,2,1705,1.474,3,2,NHB,3,2,1,2,TX,0,9,1,4,7,2,3,2,3,65,2,C,C,7000,3000,PASSENGER
314,70,1,3,1745,1.473,3,2,NHB,3,2,1,2,TX,0,9,1,4,7,2,3,2,5,65,2,C,C,3000,7000,PASSENGER
315,70,1,4,1915,0.526,3,2,HBO,3,2,1,2,TX,0,9,1,4,7,2,3,2,5,65,2,C,C,7000,7000,PASSENGER
316,71,1,1,530,8.904,17,2,HBO,5,1,1,7,NY,1,1,1,3,2,3,5,1,11,30,1,C,S,7000,300,TAXI
317,71,1,2,740,394.499,19,2,NHB,5,1,1,7,NY,1,1,1,3,2,3,5,1,11,30,1,S,U,300,300,OTHER
318,71,1,3,915,9.785,17,2,NHB,5,1,1,7,NY,1,1,1,3,2,3,5,1,1,30,1,U,U,300,3000,TAXI
319,71,1,4,1830,2.031,17,2,HBW,5,1,1,7,NY,1,1,1,3,2,3,5,1,1,30,1,U,U,3000,7000,TAXI
320,71,1,5,2000,0.222,1,1,HBO,5,1,1,7,NY,1,1,1,3,2,3,5,1,10,30,1,U,U,7000,7000,WALK
321,72,1,1,1400,0.933,3,2,HBO,7,2,3,2,NY,0,5,2,6,2,1,3,2,11,33,2,T,T,1500,3000,PASSENGER
322,72,1,2,1445,108.285,4,2,NHB,7,2,3,2,NY,0,5,2,6,2,1,3,2,10,33,2,T,S,3000,1500,PASSENGER
323,72,2,1,1400,0.934,3,2,HBO,7,2,3,2,NY,0,5,2,6,2,1,-1,-1,4,9,2,T,T,1500,3000,PASSENGER
324,72,2,2,1445,108.285,4,2,NHB,7,2,3,2,NY,0,5,2,6,2,1,-1,-1,10,9,2,T,S,3000,1500,PASSENGER
325,72,3,1,1400,0.934,3,2,HBO,7,2,3,2,NY,0,5,2,6,2,1,-1,-1,5,6,1,T,T,1500,3000,PASSENGER
326,72,3,2,1445,1.316,3,2,HBO,7,2,3,2,NY,0,5,2,6,2,1,-1,-1,5,6,1,T,T,3000,1500,PASSENGER
327,73,1,1,900,1.511,1,2,HBO,2,2,1,1,CA,0,1,1,4,9,6,3,2,4,58,2,U,U,7000,3000,WALK
328,73,1,2,1400,1.511,1,2,HBO,2,2,1,1,CA,0,1,1,4,9,6,3,2,4,58,2,U,U,3000,7000,WALK
329,73,1,3,1730,1.0,1,1,HBO,2,2,1,1,CA,0,1,1,4,9,6,3,2,10,58,2,U,U,7000,7000,WALK
330,74,1,1,1130,0.534,2,2,HBSHOP,5,2,1,1,WI,0,1,2,6,3,1,2,2,3,47,1,T,T,300,300,CYCLE
331,74,1,2,1215,0.535,2,2,HBSHOP,5,2,1,1,WI,0,1,2,6,3,1,2,2,3,47,1,T,T,300,300,CYCLE
332,74,1,3,1700,3.884,3,2,HBSOCREC,5,2,1,1,WI,0,1,2,6,3,1,2,2,8,47,1,T,R,300,300,PASSENGER
333,74,1,4,1815,5.805,3,2,NHB,5,2,1,1,WI,0,1,2,6,3,1,2,2,3,47,1,R,R,300,50,PASSENGER
334,74,1,5,1940,4.445,3,2,NHB,5,2,1,1,WI,0,1,2,6,3,1,2,2,4,47,1,R,R,50,50,PASSENGER
335,74,1,6,2010,9.104,3,2,NHB,5,2,1,1,WI,0,1,2,6,3,1,2,2,8,47,1,R,R,50,300,PASSENGER
336,74,1,7,2115,3.981,3,2,HBSOCREC,5,2,1,1,WI,0,1,2,6,3,1,2,2,8,47,1,R,T,300,300,PASSENGER
337,75,1,1,1500,1.991,3,2,HBSHOP,6,1,2,-7,CA,0,10,1,3,9,1,2,2,4,84,2,U,U,7000,7000,PASSENGER
338,75,1,2,1545,2.281,3,2,NHB,6,1,2,-7,CA,0,10,1,3,9,1,2,2,3,84,2,U,U,7000,7000,PASSENGER
339,75,1,3,1645,1.472,3,2,HBSHOP,6,1,2,-7,CA,0,10,1,3,9,1,2,2,3,84,2,U,U,7000,7000,PASSENGER
340,76,1,1,1100,0.237,1,2,HBO,1,2,1,11,NY,1,1,1,5,2,1,4,1,4,53,1,U,U,30000,30000,WALK
341,76,1,2,1200,0.237,1,2,HBO,1,2,1,11,NY,1,1,1,5,2,1,4,1,4,53,1,U,U,30000,30000,WALK
342,76,1,3,1400,0.277,1,2,HBSOCREC,1,2,1,11,NY,1,1,1,5,2,1,4,1,10,53,1,U,U,30000,30000,WALK
343,76,1,4,1600,0.277,1,2,HBSOCREC,1,2,1,11,NY,1,1,1,5,2,1,4,1,10,53,1,U,U,30000,30000,WALK
344,76,1,5,1925,0.278,1,2,HBSHOP,1,2,1,11,NY,1,1,1,5,2,1,4,1,10,53,1,U,U,30000,30000,WALK
345,76,1,6,2130,0.278,1,2,HBSHOP,1,2,1,11,NY,1,1,1,5,2,1,4,1,10,53,1,U,U,30000,30000,WALK
346,77,1,1,900,1.234,11,2,HBSHOP,3,2,1,1,TX,0,1,1,4,7,2,1,2,3,51,1,C,C,30000,30000,RAIL
347,77,1,2,1015,1.209,11,2,HBSHOP,3,2,1,1,TX,0,1,1,4,7,2,1,2,3,51,1,C,C,30000,30000,RAIL
348,77,1,3,1500,1.111,1,1,HBSOCREC,3,2,1,1,TX,0,1,1,4,7,2,1,2,10,51,1,C,C,30000,30000,WALK
349,78,1,1,1030,0.289,1,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,55,2,U,U,30000,30000,WALK
350,78,1,2,1045,0.075,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,55,2,U,U,30000,30000,WALK
351,78,1,3,1103,0.044,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,10,55,2,U,U,30000,30000,WALK
352,78,1,4,1125,0.043,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,55,2,U,U,30000,30000,WALK
353,78,1,5,1200,0.283,1,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,55,2,U,U,30000,30000,WALK
354,78,2,1,1030,0.289,1,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,67,1,U,U,30000,30000,WALK
355,78,2,2,1045,0.075,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,67,1,U,U,30000,30000,WALK
356,78,2,3,1103,0.044,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,10,67,1,U,U,30000,30000,WALK
357,78,2,4,1125,0.043,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,67,1,U,U,30000,30000,WALK
358,78,2,5,1200,0.283,1,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,67,1,U,U,30000,30000,WALK
359,78,2,6,1420,16.54,16,2,HBO,5,2,4,5,NY,1,6,1,5,2,2,3,2,6,67,1,U,U,30000,30000,BUS
360,78,2,7,1645,12.894,16,2,HBO,5,2,4,5,NY,1,6,1,5,2,2,3,2,6,67,1,U,U,30000,30000,BUS
361,78,3,1,715,3.032,16,2,HBW,5,2,4,5,NY,1,6,1,5,2,2,3,1,1,35,2,U,U,30000,30000,BUS
362,78,3,2,1200,3.683,16,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,1,11,35,2,U,U,30000,30000,BUS
363,78,3,3,1900,4.98,16,2,HBW,5,2,4,5,NY,1,6,1,5,2,2,3,1,1,35,2,U,U,30000,30000,BUS
364,78,4,1,1030,0.289,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,3,8,1,U,U,30000,30000,WALK
365,78,4,2,1045,0.075,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,3,8,1,U,U,30000,30000,WALK
366,78,4,3,1103,0.044,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,10,8,1,U,U,30000,30000,WALK
367,78,4,4,1125,0.043,1,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,3,8,1,U,U,30000,30000,WALK
368,78,4,5,1200,0.283,1,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,3,8,1,U,U,30000,30000,WALK
369,79,1,1,1000,8.005,3,2,NHB,4,2,1,4,NY,0,9,1,5,2,1,3,2,10,65,2,S,S,3000,17000,PASSENGER
370,79,1,2,1100,7.925,3,2,NHB,4,2,1,4,NY,0,9,1,5,2,1,3,2,8,65,2,S,S,17000,3000,PASSENGER
371,79,1,3,1300,0.171,3,2,NHB,4,2,1,4,NY,0,9,1,5,2,1,3,2,3,65,2,S,S,3000,7000,PASSENGER
372,79,1,4,1330,1.39,3,2,NHB,4,2,1,4,NY,0,9,1,5,2,1,3,2,10,65,2,S,S,7000,3000,PASSENGER
373,79,1,5,1500,22.598,15,2,HBSOCREC,4,2,1,4,NY,0,9,1,5,2,1,3,2,10,65,2,S,S,3000,17000,BUS
374,80,1,1,1530,0.456,3,2,HBO,7,2,1,-8,NY,0,9,1,3,2,1,2,2,5,92,2,C,C,17000,7000,PASSENGER
375,80,1,2,1650,0.61,3,2,NHB,7,2,1,-8,NY,0,9,1,3,2,1,2,2,3,92,2,C,C,7000,7000,PASSENGER
376,80,1,3,1710,0.134,3,2,HBSHOP,7,2,1,-8,NY,0,9,1,3,2,1,2,2,5,92,2,C,C,7000,17000,PASSENGER
377,81,1,1,1000,0.054,1,2,HBSOCREC,5,2,2,1,SC,1,2,4,6,5,1,1,2,8,51,2,R,R,50,50,WALK
